screen_name, location, created_at, description
MegenKay,Toronto; ON,Tue Apr 14 01:58:27 +0000 2009,I love my job as a Production Coordinator
dougjhansen,Vancouver B.C.,Sun Mar 14 05:35:06 +0000 2010,Husband; Father; mountain biker and REALTOR® with Royal LePage. Good communication is the cornerstone of any successful relationship.
JFKeighley,Cambridgeshire,Tue May 26 22:45:16 +0000 2009,Love life and helping people to build succesful business's working from home. 
naomitheshow,Vancouver; BC,Fri Jul 30 00:33:15 +0000 2010,Welcome to the life of Naomi. Awkward. Ridiculous. Hilarious. And true. Web comedy show with new episodes Mondays; Wednesdays; and Fridays through December 17!
fizzird,Vancouver; BC,Fri Sep 18 21:42:12 +0000 2009,
bbwinda,New Westminster; BC,Wed Jul 08 05:14:09 +0000 2009,New West girl and SFU student just trying to figure it all out
poznan2014,Poland,Thu Oct 29 18:07:43 +0000 2009,Candidate city for the 2014 Youth Olympic Games. Our vision is to showcase the talent and culture of the world's first truly global generation. 
Cameravixen,Vancouver BC,Thu Jul 02 03:26:58 +0000 2009,
Jendoll1,ÜT: 49.283453;-123.11373,Wed Dec 31 01:31:44 +0000 2008,Computer Geek. Cat Lover. Lady Lover. Solver of the Rubix Cube. Crossfitter and Paleo newbie. 
Eric_J_N,Vancouver; BC,Tue Dec 15 08:17:23 +0000 2009,
Jawsheff,lafayette; LA,Fri May 01 02:34:55 +0000 2009,
songtamapla,thialand,Wed Mar 10 01:23:20 +0000 2010,
SFUBeedieSIAS,Vancouver; BC,Thu Jul 01 07:02:48 +0000 2010,The Student Investment Advisory Service [SIAS] fund is a student managed $10 mil. endowment portfolio; allowing students to gain  experience in risk management.
Bananahamics,,Sat Jul 03 15:16:47 +0000 2010,
Elder_Nurse,,Wed Sep 16 12:59:36 +0000 2009,
DCVMontreal,Montreal,Fri May 14 14:28:04 +0000 2010,Ideally located in the heart of downtown Montreal; the Delta Centre Ville provides everything you need for business or leisure. 
SBofT,Surrey; BC Canada,Fri Aug 07 01:53:53 +0000 2009,The voice of business in Surrey.  Keep up to date with current events and business news.   Occasional tweeting by Heather & Ray at the Surrey Board of Trade.
ArtandSole2010,Vancouver; B.C,Thu Jul 08 18:59:25 +0000 2010,An art shoe project and auction from PF Flyers. 60 % back to Artists   40 % to Charity
Likeandlovem,Langley BC,Fri Jun 04 20:23:56 +0000 2010,If you like FREE JEWELS  you will love us!~ Check us out under FREE JEWELS on our website!~
DC_MARKETING,Vancouver BC Canada,Wed May 06 20:50:49 +0000 2009,Real estate marketing experts; with focus on real estate investments in Vancouver; BC Canada. Follow for exclusive cash-positive opportunities.
mogomoney,Canada,Sun Mar 22 15:44:14 +0000 2009,Mogo offers small loans; short terms and easy amounts to pay back. We are an innovative financial service company dedicated to making borrowing money easy.
starleigh_grass,Kelowna; BC,Sun Jun 29 22:44:27 +0000 2008,UBC Okanagan MA student; mother; singer; drummer. See my blog for Indigenous curriculum and pedagogy for Canadian classrooms.
kdot,Vancouver,Fri Dec 28 07:51:19 +0000 2007,I am a nerdy Vancouver illustrator.  flavors.me/kdotca    (I am not a rapper or the kansas dept of transportation.)
jasonbiz,Metro Vancouver; BC,Sun Jan 04 09:12:33 +0000 2009,Jason Wong. Chief Relations Architect @ OpenSource Solutions by day. Real estate shopper by night. Father to a baby girl around the clock. Life is amazing.
CCPR,Vancouver; Canada,Tue Dec 16 16:40:47 +0000 2008,Contemporary is a PR/Communications agency in Vancouver;BC. Member of the PRGN. Tweets are by our team.
AshleyPrice27,By The Lake,Sun Jan 17 21:48:51 +0000 2010,Love Cycles and Love To Ride
tonychang,Vancouver; BC,Mon Dec 10 18:14:42 +0000 2007,
vidigalucas,Brasília-DF,Fri Dec 18 01:43:54 +0000 2009,quá quá
klostermanbread,Cincinnati; OH,Thu Aug 20 20:29:44 +0000 2009,Klosterman Bread is one of the largest family-owned bakeries in the Midwest.  Ask for our new calcium fortified bread!
AHApr,Vancouver; BC,Fri Jan 30 18:04:27 +0000 2009,Creating; Collaborating; Communicating all things PR & social media. We’re not afraid to make a splash. We’re not your average PR firm.
Isabellalode,Seattle; WA / Freiburg Germany,Fri Sep 25 18:17:56 +0000 2009,Transit Safety Consultant and Quilt Artist and mom to big love of a dog Bruno
RedCrossTalk,Toronto; ON,Mon Aug 10 16:16:54 +0000 2009,Official page for Red Cross in Ontario. We want to share info and chat about Red Cross matters with you. Tweeting by: Tanya Elliot; Jen Mayville; Karen Snider
O1ympics,,Thu Mar 18 15:59:59 +0000 2010,
StefJonesPR,Denver; CO,Wed Feb 25 16:58:46 +0000 2009,Above-average storyteller. Obsessed with boots; beets and bull riding.  Excel at picking the wrong line. Restaurant savant. Afraid of balloons.    
feint_motion,Canada,Thu Jan 14 20:24:31 +0000 2010,Art of Oversteer!!
PatTracy,Burnaby/New Westminster,Thu Apr 02 22:51:40 +0000 2009,Editor of the Burnabynow and The Record (New Westminster) newspapers www.royalcityrecord.com and www.burnabynow.com
prleads,,Mon Sep 22 01:17:09 +0000 2008,Publicity speaker and marketing authority; I help people become thought leaders with effective and affordable services. Author of Reporters Are Looking for YOU!
giblert,Vancouver,Wed Mar 04 02:33:16 +0000 2009,
rosannawilbur,Vancouver; Canada,Thu Aug 27 22:11:58 +0000 2009,World traveler; child development advocate; human behaviour analyst; green conscious; and a huge heart :)
TransLteEric,,Wed Mar 31 15:49:04 +0000 2010,
PerfectPitchPR,Atlanta,Sun Mar 01 22:54:18 +0000 2009,I'm Ty Mays; owner of Perfect Pitch Public Relations. I help brands create and tell compelling stories and better communicate with their core audience.
pamdyer,Seattle; WA,Thu Jan 22 00:10:59 +0000 2009,I explore the use of social media tools for marketing; advertising; branding; and engagement.
paulkimo,,Tue Apr 07 15:26:39 +0000 2009,
bedlamhotel,,Wed Mar 04 21:11:17 +0000 2009,
the__pilot,Calgary; Alberta,Sun Nov 15 21:28:35 +0000 2009,Part-time flight instructor. Full-time student... again. Have a ridiculous love of public transport and anything brightly coloured. I like cereal.
FilipinoBungalo,2010 Winter Games,Tue Feb 09 10:08:27 +0000 2010,Maligayang Pagdating! Home of Filipino Pride at the 2010 Winter Games.
placespotter,Slovenia,Mon Aug 03 13:46:33 +0000 2009,Place Spotter.com discover places and also people from places you like or wish to visit. Ask local people for advice; arrange a meeting... 
mykeipeeps,Van ; BC,Sun Oct 18 23:06:21 +0000 2009,Empowering Job Seekers and Encouraging Leadership.
Kasu_ca,Canada,Fri Dec 25 09:40:48 +0000 2009,Kasu.ca is one of Canada’s original social lending communities.
kemlo,Vancouver; Canada,Wed Feb 25 18:52:42 +0000 2009,Originally from the UK now living; working and studying in Vancouver; BC.
bradTTC,Toronto,Fri Sep 19 12:35:26 +0000 2008,Director of corporate communications at the Toronto Transit Commission. Follow @TTChelps for queries; kudos; complaints and @TTCnotices for service advisories.
pchaney,Lafayette; LA,Wed Mar 28 15:35:45 +0000 2007,Internet marketing and social media consultant; speaker and author of The Digital Handshake. The Social Media Handyman. http://facebook.com/paulchaney
thePRguycom,Phoenixville PA,Fri Jul 10 16:34:28 +0000 2009,Public Relations Pro 30+ years experience
W_Olympics_2010,,Mon Dec 21 12:29:48 +0000 2009,All the latest Infos about the 2010 Winter Olympics in Vancouver!
OlympicsRentals,Vancouver,Mon Jan 04 07:33:57 +0000 2010,2010 Olympics Office Space Rental 
sbarnesglobal,,Thu Oct 15 17:56:26 +0000 2009,TV Guy
Juan_de_WTFuck,Vancouver,Mon Nov 02 22:14:53 +0000 2009,Juan in de WTF are we doing to the planet? Plus everything in between here and there.
StephsFineArt,Hampshire & Staffordshire,Thu Jun 04 01:37:57 +0000 2009,Wannabe prof. artist who loves to create and use lots of paint; drinks copious amounts of coffee. Love my family & friends; love life. ♥  
VeticaFX,Vancouver; BC,Mon Jan 11 16:10:25 +0000 2010,A Vancouver based motion graphics agency dedicated to motion graphics; video production; and 2D graphic design
CanMediaLayoffs,Canada,Thu Nov 27 19:41:12 +0000 2008,News and views on the changing media industry landscape in Canada. Like to share a tip? Please send a DM in confidence to @CanMediaLayoffs.
Pereasua,,Fri Mar 12 09:01:33 +0000 2010,
Linyiechen,Taiwan,Sun Jul 25 04:07:45 +0000 2010,
PublicityHound,Port Washington; Wisconsin USA,Sat Feb 02 07:27:44 +0000 2008,Publicity/PR expert helps you build your influence & manage your reputation. Journalist; author; blogger; consultant & proud Cheesehead.
RocketFund,Canada,Thu Jun 24 06:21:05 +0000 2010,We pride ourselves on being a champion for children's; youth and family programming in Canada and around the world. http://rocketprize.ca
cityredbird,Vancouver; BC,Wed May 06 07:51:29 +0000 2009,Socially powered digital city map which helps travellers find the top restaurants; attractions; services; and events.
katey5813,bangkok,Sat Jun 19 19:06:24 +0000 2010,Bhip
jt78129,,Fri Feb 27 21:24:57 +0000 2009,
larrylarry,Toronto,Tue Apr 08 11:24:22 +0000 2008,An urban planner with a focus on complete mobility; avid tech and #TOpoli geek. Sometimes @Torontoist contributor. Views expressed solely mine.
bcmovies,British Columbia,Fri Jan 30 19:00:14 +0000 2009,Updates from Hollywood North
travelinggreen,,Thu Dec 04 17:19:37 +0000 2008,Traveling Greener; a green + travel blog
vancondorental,Vancouver,Wed Jan 06 01:26:08 +0000 2010,Vancouver Condo Rentals offers exceptional furnished condos in Vancouver; British Columbia. 
Gabriellaxoyc71,Chicago,Sat Feb 13 09:57:52 +0000 2010,
1gmjim,Nanaimo; BC; Canada,Tue Nov 17 00:42:35 +0000 2009,CMA; FCMA; GM Operations; Fairwinds Golf Club; Schooner Cove Marina; Past Board Member CMA of BC; Board Member VIU Foundation & LED Africa
vancouvercheers,Vancouver,Fri Feb 05 20:08:48 +0000 2010,iPhone application to cheer at the olympics
BMOVanMarathon,Vancouver; BC; Canada,Thu Nov 27 17:27:18 +0000 2008,Official account for BMO Vancouver Marathon - May 6; 2012
SophMarathon42K,,Sat Mar 06 02:28:57 +0000 2010,Sophie Ringuet au marathon des 2 rives le 29 aout 2010 (42;2 KM)
604Vince,Vancouver BC,Sun Jul 26 04:36:00 +0000 2009,IT/Computer Science Major / Business Minor
HowardGroup,Canada,Tue Mar 10 20:17:19 +0000 2009,Senior Associate with The Howard Group; providing Investor Relations to micro and small cap public companies
ptalwar71,,Tue Mar 02 08:36:20 +0000 2010,
RLall80,,Wed Apr 15 19:23:21 +0000 2009,
alissasadler,Vancouver; BC,Thu Mar 26 03:23:16 +0000 2009,Social Media Manager at @signalsca. Interests: health & sci research communications + public health campaigns. Vancouverite; sci-fi nerd & evil twin. #hcsmca 
OlympicApps,Vancouver,Tue Jan 19 21:49:27 +0000 2010,Exploring iphone Olympic games apps for you !
Tessercraft,Hong Kong,Fri Mar 26 10:47:43 +0000 2010,Traveller; teacher; photographer; wordsmith - and founder of Mute Planet magazine. I'm based in Asia; but train my cameras on the world.
swakdesignsetsy,Atlanta for now!,Fri Jan 01 00:34:40 +0000 2010,I Design and Handcraft Couture Accessories. I cater to the consumer with a discerning taste in fashion style and design composition.
TashaScherme,Vancouver; BC,Fri Dec 19 06:06:59 +0000 2008,Just your typical crazy person.  I shun meat; dance naked in my living room; and love the oxford comma.
CHRISVOSS,Los Angeles; CA,Sat Mar 07 06:42:34 +0000 2009,Social Media Consultant; Trainer; Speaker; The Chris Voss Show; CEO of Strategix One. Top SM Leader seen by Forbes; CNN; Huff Po; Alltop News & other media etc.
icbc_news,Vancouver ,Sat Jan 31 18:13:10 +0000 2009,Media Relations Manager Mark Jan Vrem twitters for icbc_news
Reianz,Vancouver; BC,Tue Nov 25 04:14:39 +0000 2008,Obtaining gadget freak and Anime lover. Also happening to be your average guy looking for success in life.
KatrinaNash,Victoria; BC,Sat Jul 04 06:25:57 +0000 2009,Savvy young experiential marketer & social media leader building brilliant brands for clients around the globe.  http://www.northstarcreativegroup.com
anngibbon,Vancouver,Sat Jan 31 01:40:29 +0000 2009,PR specialist. Former Globe & Mail journo. I help clients tell their stories. Believer in community involvement. Love languages & Montreal. Speak French.
NikkiH,Atlanta,Mon Apr 21 19:42:56 +0000 2008,Acct Mgmt @360i. Passionate about PR. Mistress to Social Media. 
esoltys,Burnaby; BC,Wed Mar 25 00:36:01 +0000 2009,Canadian; web developer; photographer; gamer; scientific; artistic; systematic; nongregarious
Aimeeloohoo14,,Wed Jun 03 20:54:20 +0000 2009,
juliebonnheath,Seaside; OR & Tigard; OR,Tue Aug 19 19:38:38 +0000 2008,PR and Social Media Pro; National Freelancer; Host of #idol
certifiedsteve,Vancouver; British Columbia,Sun Feb 08 00:36:18 +0000 2009,SFU Public Relations student; writer and entertainment enthusiast. I like to think I'm funny.
dissuaded,Vancouver,Fri Jul 27 18:01:28 +0000 2007,Captain of Industry & Fake Canadian
FittoRun66,Edmonton; Alberta; Canada,Sun Jan 10 23:30:33 +0000 2010,I'm a bit of an academic geek; but I also love to run half and full marathons. 
BarraDNavidad,Mexico/Seattle,Mon Mar 15 21:25:39 +0000 2010,Barra de Navidad; Mexico's undiscovered coastal gem. Costalegre's art and music capitol.
FastLifeDotCa,Toronto; Canada,Wed Jan 27 16:09:56 +0000 2010,FastLife is Canada's most stylish speed dating and singles event service.
Scribblebunnies,Ottawa,Fri May 21 01:44:26 +0000 2010,Born: La Jolla. Lived: Toronto; Vancouver; Ottawa. School: Northlea; Queen Alexandra; Leaside; Waterloo; York. Worked: TTC; OC Transpo. Married to: Kate.
cabralda,,Mon Sep 29 05:34:48 +0000 2008,Father; Husband; Friend; Educator; Musician; and lover of tech
jerfree,Carmen SanDiego,Wed Mar 11 05:53:43 +0000 2009,
toddnickel,East Van,Mon May 25 20:47:04 +0000 2009,Gallery Atsui co-founder (RIP); apostate; wino; writer; editor; propagandist. My life's a foreign film. These are its subtitles.
gastownmarket,Gastown; Vancouver BC,Sun Feb 08 01:57:43 +0000 2009,For all people that live; work and play in Gastown and support a farmer's market. Show your support by signing our petition and follow us for updates!
fairreporter,,Tue Aug 25 17:51:29 +0000 2009,
bybpoon,Vancouver; BC,Fri Apr 20 19:32:36 +0000 2007,Software Developer & Amateur Photographer & Badminton Player & F1 Fanatic
brian_wong,San Francisco,Sun Apr 27 11:33:54 +0000 2008,Founder and CEO of @kiip. Former Digg'er. Nomad by choice. Explorer.
ameetjohal,Vancouver; BC,Wed Dec 03 17:17:10 +0000 2008,
slimdizzy,Vancouver; BC,Mon Aug 03 20:07:42 +0000 2009,Make life awesome!
VancoWrimo,Vancouver; BC,Tue Aug 11 04:59:01 +0000 2009,Nano Vancouver regional updates
prblunders,Vancouver,Tue Apr 22 21:54:57 +0000 2008,The blog that presents the worst PR blunders. Political scandal; celebrity missteps; corporate foolishness: they blunder; we bust 'em!
jaypiddy,Vancouver; British Columbia,Tue Mar 18 15:04:40 +0000 2008,Creative Director and Strategist. Owner of @POWERSHiFTER. Oh and I play around w/photography & prefer Star Wars to Zombies.
KathieTaylor,Vancouver; B.C. Canada,Tue Dec 16 17:23:44 +0000 2008,Communications consultant with years of experience.  Love horses; dogs; time with friends; clever conversation; any excuse for a good laugh.
juliacameron,Vancouver; BC,Tue Nov 25 19:21:50 +0000 2008,PR professional at Edelman Vancouver. BCIT Alumnae. Social media and digital fan. Cupcake enthusiast. Views are my own. 
HisHoliness,nirvana,Mon Aug 11 00:56:05 +0000 2008,daily Dalai Lama quotes. PLEASE NOTE; THIS IS NOT THE DALAI LAMA HIMSELF (see @dalailama instead).
darrellvegas,,Thu Aug 07 23:33:28 +0000 2008,
balisally,Vancouver BC. Sort of.,Sat Feb 07 06:55:08 +0000 2009,4 more weeks as a lowly UBC undergrad. Currently trying to survive a 400 level History course. Feed birds and cats. Not to each other.
EmilyCarrU,Vancouver; BC,Thu Feb 19 19:11:14 +0000 2009,A peek inside Emily Carr University of Art + Design...
ArlineGarviA,,Fri Jul 10 12:32:17 +0000 2009,
why_yy,Vancouver,Thu Jul 17 23:17:10 +0000 2008,PR gal @ Sage/Simply Accounting & #FHFF; pop culture enthusiast; concert-goer; pseudo-geek; wannabe world traveller; frugalista & recycling fiend.
Mtbikerguy,Portland; OR,Thu May 15 00:51:15 +0000 2008,Mountain biker (cross country); coffee house junkie; city explorer; author; adjunct professor
PanzSC2,Vancouver; Canada,Sat Feb 28 16:31:09 +0000 2009,I love the world and the funny people in it also Starcraft 2!
OutFRONTme,Vancouver + Calgary + Toronto,Sun Jun 07 00:29:30 +0000 2009,We desire branded entertainment; entrepreneurs and a modern edgy lifestyle. We love personal branding + graphic design + web development + social media! 
WardClapham,Vancouver; B.C. Canada,Sat Mar 14 22:45:52 +0000 2009,Retired RCMP Superintendent & Police Chief; Author of Lead Big - Discovering the Upside of Unconventional Leadership and Breaking With the Law: Positive Tickets
ioncommunity,Portland; OR,Tue Jul 07 05:05:49 +0000 2009,ION COMMUNITY is an urban-focused church planting network focusing in the core of Portland.
PaperBoxBooks,Where ever the internet goes,Fri Oct 09 21:37:48 +0000 2009,We have e-books for sale and are looking for new authors to join our network and get published.
WCVentureStocks,Canada,Mon Dec 21 17:44:11 +0000 2009,Weekly Winning Canadian Venture Stock Picks.  Sign Up Here www.weeklycanadianventurestockpicks.com
StupidCrazyIdea,Vancouver,Wed Nov 18 01:37:38 +0000 2009,Stupid Crazy Ideas; I have
ashley66666,,Thu Oct 01 05:54:20 +0000 2009,
